Mission ID,Distance [m],Elevation [m],Cargo [kg],Battery Level,Time of Day [h],Traffic Level,Mode,Energy [kJ]
2509,148.88,-3.5,6.94,0.611,21.0,low,priority,576.91
2510,108.61,-0.3,4.67,0.725,18.0,low,normal,257.189
2511,120.41,-5.3,3.14,0.771,5.0,low,normal,451.213
2512,204.62,3.3,2.95,0.969,12.0,high,priority,726.905
2513,270.1,-0.9,0.64,0.867,3.0,low,normal,385.149
2514,257.88,-1.6,3.85,0.705,15.0,low,normal,572.734
2515,174.95,5.3,6.14,0.835,21.0,low,normal,688.556
2516,276.82,-0.4,3.37,0.556,5.0,low,priority,522.448
2517,147.7,-1.0,4.04,0.457,20.0,low,normal,310.614
2518,118.99,-1.2,7.14,0.498,15.0,medium,,447.466
2519,308.51,6.0,5.74,0.696,7.0,medium,normal,1006.557
2520,186.88,-1.6,3.37,0.881,3.0,low,priority,405.047
2521,176.98,0.8,3.01,0.864,17.0,medium,priority,459.537
2522,66.01,5.0,0.0,0.67,2.0,low,priority,315.008
2523,138.14,1.0,5.1,0.763,21.0,low,normal,353.105
2524,52.03,3.1,4.0,0.424,3.0,medium,normal,313.889
2525,312.51,2.7,2.42,0.81,9.0,high,normal,790.2
2526,56.33,-2.4,6.51,0.636,1.0,medium,normal,305.199
2527,94.98,-2.4,2.62,0.658,16.0,high,normal,354.992
2528,208.89,0.2,3.2,0.137,1.0,medium,normal,386.594
2529,133.9,2.8,8.62,0.673,20.0,high,priority,708.814
2530,183.56,-0.2,0.68,0.744,18.0,medium,priority,301.736
2531,197.06,0.9,2.77,0.826,4.0,low,normal,331.407
2532,163.99,1.3,0.0,0.936,4.0,low,priority,264.249
2533,252.37,2.9,3.48,0.746,18.0,low,priority,634.124
2534,288.63,-0.8,1.59,0.646,11.0,high,,546.356
2535,73.75,-0.2,0.0,0.709,20.0,high,normal,92.572
2536,200.23,-2.3,4.7,0.793,21.0,low,priority,545.665
2537,188.75,2.4,5.53,0.606,6.0,medium,normal,548.507
2538,245.97,,5.84,0.876,15.0,high,normal,766.537
2539,228.41,2.7,3.36,0.301,18.0,medium,normal,546.07
2540,87.84,-1.7,4.86,0.504,2.0,low,normal,279.354
2541,77.28,-3.2,3.57,0.767,12.0,low,priority,348.48
2542,137.95,1.3,6.99,0.833,2.0,low,normal,452.651
2543,162.45,0.3,6.62,0.334,6.0,medium,normal,440.701
2544,321.71,0.8,3.36,0.608,20.0,low,normal,543.162
2545,114.74,-4.0,8.61,0.684,11.0,medium,normal,635.936
2546,157.13,2.4,2.77,0.931,8.0,low,,358.217
2547,128.35,1.0,0.33,0.836,19.0,medium,normal,211.495
2548,133.41,2.1,2.82,0.744,19.0,medium,normal,357.525
2549,143.05,3.8,1.25,0.538,,medium,priority,411.716
2550,138.42,-4.9,5.97,0.643,15.0,medium,priority,740.166
2551,93.44,2.4,8.09,0.654,10.0,medium,normal,528.131
2552,307.67,1.5,7.22,0.81,23.0,low,priority,824.457
2553,109.32,4.1,0.0,0.944,21.0,low,normal,301.907
2554,110.67,-1.2,4.61,0.707,14.0,low,priority,370.042
2555,20.94,-0.4,5.29,0.891,17.0,high,priority,141.723
2556,65.99,-2.6,5.16,0.36,21.0,medium,normal,300.01
2557,130.06,0.6,8.46,0.663,15.0,medium,normal,500.702
2558,230.72,-0.9,2.51,0.918,16.0,medium,normal,484.138
2559,135.72,3.3,6.25,0.266,13.0,high,normal,671.664
2560,231.68,-2.0,2.64,0.721,5.0,medium,normal,482.278
2561,266.17,-2.0,0.0,0.858,0.0,low,normal,366.701
2562,155.9,-0.6,0.0,0.402,17.0,low,normal,232.117
2563,321.07,5.4,0.0,0.955,13.0,medium,normal,697.301
2564,208.28,-1.8,0.0,0.31,19.0,low,normal,329.473
2565,40.32,1.8,5.68,0.492,23.0,low,normal,247.53
2566,135.84,-2.4,3.1,0.767,19.0,low,normal,343.855
2567,242.43,0.4,0.79,0.756,14.0,medium,normal,377.961
2568,71.68,0.7,3.6,0.858,17.0,high,normal,230.793
2569,159.43,3.3,0.0,0.324,21.0,medium,normal,360.773
2570,82.95,-2.3,9.46,0.885,14.0,high,normal,529.976
2571,216.53,0.4,4.81,0.594,1.0,low,priority,471.091
2572,181.83,0.1,1.41,0.942,21.0,low,priority,290.081
2573,189.04,-6.1,0.81,0.726,6.0,low,priority,566.393
2574,88.63,0.4,6.05,0.591,10.0,low,normal,286.37
2575,143.69,3.6,2.38,0.299,17.0,medium,normal,482.887
2576,50.6,0.9,0.0,0.508,19.0,low,normal,126.552
2577,78.8,-1.0,2.93,0.682,17.0,low,normal,227.829
2578,62.15,0.1,0.61,0.588,15.0,high,normal,82.937
2579,230.63,4.3,3.57,0.777,10.0,medium,normal,734.917
2580,69.55,0.4,1.55,0.793,18.0,high,priority,165.011
2581,193.92,-2.7,6.14,0.618,22.0,low,normal,586.783
2582,162.03,4.0,6.43,0.425,21.0,low,normal,616.952
2583,124.73,4.8,6.18,0.55,21.0,low,normal,585.064
2584,43.18,-5.2,0.5,0.835,2.0,low,normal,274.921
2585,92.23,2.9,5.04,0.429,8.0,low,normal,374.297
2586,190.12,2.0,4.91,0.402,23.0,low,normal,495.933
2587,78.51,-0.1,0.0,0.952,18.0,low,priority,80.514
2588,38.83,1.2,3.26,0.873,6.0,low,normal,171.026
2589,194.99,2.7,9.14,0.804,9.0,high,normal,899.895
2590,91.89,-1.4,5.87,0.492,14.0,high,normal,375.077
2591,65.7,-3.2,0.0,0.845,6.0,,normal,222.891
2592,233.99,0.4,3.46,0.734,0.0,high,priority,505.233
2593,51.63,3.3,0.83,0.516,4.0,low,normal,217.38
2594,174.3,-3.0,4.47,0.426,21.0,medium,normal,493.612
2595,251.95,-3.4,2.06,0.594,18.0,low,normal,515.506
2596,146.78,-3.7,2.08,0.939,2.0,low,normal,361.903
2597,168.64,-1.2,0.63,0.561,17.0,medium,normal,316.58
2598,55.84,-3.6,5.37,0.724,5.0,low,normal,317.843
2599,147.21,0.9,3.95,0.589,0.0,medium,normal,343.306
2600,265.53,1.1,6.59,0.757,14.0,low,normal,694.343
2601,72.08,-1.6,3.05,0.666,5.0,low,normal,205.755
2602,62.29,1.3,1.59,0.757,5.0,medium,priority,189.695
2603,161.85,-2.3,0.64,0.561,13.0,medium,normal,362.212
2604,142.78,2.4,6.55,0.933,15.0,medium,normal,564.075
2605,313.29,-3.1,5.93,0.79,1.0,medium,normal,784.392
2606,193.55,0.5,2.57,0.995,13.0,medium,priority,428.302
2607,87.52,1.6,0.0,0.759,3.0,low,normal,191.468
2608,150.65,-0.3,4.76,0.762,8.0,low,normal,315.65
2609,220.05,-0.9,6.92,0.491,8.0,low,normal,526.496
2610,80.16,0.8,6.91,0.733,20.0,low,normal,266.77
2611,177.46,-1.1,2.78,0.176,12.0,low,normal,396.51
2612,61.17,3.6,2.48,0.902,6.0,low,normal,292.332
2613,209.19,-3.1,4.78,0.776,11.0,medium,normal,656.139
2614,340.79,0.5,3.47,0.784,17.0,medium,normal,683.737
2615,63.96,-1.8,6.38,,17.0,medium,normal,346.085
2616,270.77,-2.7,2.54,0.684,8.0,,normal,581.801
2617,147.4,-1.6,0.0,0.987,6.0,low,normal,243.97
2618,363.11,-4.0,0.89,0.979,21.0,low,normal,620.035
2619,160.77,1.4,2.56,0.46,14.0,medium,normal,407.427
2620,322.72,-3.7,2.0,0.693,18.0,low,normal,603.423
2621,102.45,0.9,5.68,0.761,10.0,high,normal,387.863
2622,292.66,-5.7,8.98,0.585,14.0,medium,normal,1160.446
2623,287.52,-0.4,5.06,0.667,20.0,low,normal,577.233
2624,58.15,1.0,1.01,0.559,11.0,medium,normal,168.861
2625,222.43,0.7,5.61,0.89,4.0,medium,normal,542.904
2626,185.48,0.1,1.8,0.821,11.0,high,priority,364.928
2627,182.33,3.7,3.7,0.702,0.0,low,normal,500.005
2628,94.87,-0.7,2.0,0.783,3.0,medium,normal,193.395
2629,113.73,3.8,1.14,0.786,8.0,low,normal,330.904
2630,241.98,0.1,1.93,0.694,14.0,medium,normal,403.886
2631,269.6,0.9,0.0,0.779,14.0,medium,normal,428.878
2632,257.9,-1.7,5.65,0.467,3.0,low,priority,618.894
2633,100.2,3.0,3.25,0.644,3.0,medium,normal,380.458
2634,141.01,-2.9,1.24,0.631,17.0,low,normal,367.899
2635,140.52,3.0,5.23,0.556,20.0,low,normal,480.248
2636,88.57,2.1,6.38,0.189,20.0,low,normal,368.436
2637,212.07,0.1,0.0,0.489,19.0,low,normal,256.007
2638,271.18,0.6,3.44,0.781,19.0,low,normal,471.069
2639,170.7,-1.3,,0.896,0.0,low,normal,295.306
2640,115.45,-1.0,4.27,0.257,23.0,low,priority,315.673
2641,339.17,1.7,6.16,0.945,20.0,low,normal,751.164
2642,188.61,-4.9,0.0,0.456,23.0,low,normal,417.452
2643,196.46,-1.9,8.96,0.681,22.0,low,normal,604.498
2644,79.36,0.6,0.18,0.925,20.0,low,normal,148.969
2645,112.09,1.3,5.4,0.69,9.0,high,normal,438.561
2646,173.01,2.4,3.31,0.853,10.0,medium,normal,468.405
2647,110.19,1.5,0.45,0.574,14.0,high,priority,282.926
2648,193.15,2.3,1.75,0.344,23.0,low,normal,411.042
2649,103.04,1.6,,0.893,22.0,low,normal,205.967
2650,103.02,2.2,1.06,0.822,14.0,medium,normal,298.063
2651,117.85,-2.5,3.88,0.764,9.0,medium,normal,420.519
2652,199.97,1.5,,0.786,6.0,low,normal,312.244
2653,147.71,-2.2,8.54,0.8,2.0,medium,normal,539.727
2654,33.71,1.2,4.82,0.367,14.0,medium,priority,238.371
2655,79.44,-1.0,0.0,0.331,12.0,high,normal,178.392
2656,236.08,1.1,0.77,0.752,8.0,low,normal,345.193
2657,131.87,1.6,1.77,0.557,11.0,,normal,332.887
2658,129.55,2.0,7.89,0.652,9.0,medium,normal,575.422
2659,150.54,5.4,3.16,0.732,16.0,high,normal,687.355
2660,225.99,-2.2,6.15,0.84,20.0,low,normal,549.66
2661,202.6,,6.14,0.809,17.0,medium,normal,660.725
2662,143.11,0.4,2.26,0.55,0.0,low,normal,241.491
2663,209.63,3.0,1.83,0.766,23.0,medium,normal,457.045
2664,137.78,0.5,3.59,0.648,12.0,low,normal,323.457
2665,229.44,0.7,6.07,0.591,11.0,high,normal,670.08
2666,73.44,5.0,0.21,0.932,3.0,low,priority,348.435
2667,198.5,-0.8,3.85,0.497,2.0,low,normal,391.344
2668,124.36,-0.5,7.87,0.95,18.0,medium,normal,415.192
2669,46.28,0.5,2.05,0.675,14.0,medium,normal,154.948
2670,300.81,-2.8,2.21,0.654,0.0,medium,normal,552.892
2671,245.16,-1.9,6.03,0.751,,medium,normal,696.681
2672,136.76,1.1,2.57,0.299,11.0,medium,priority,359.734
2673,73.89,-1.9,2.8,0.694,23.0,medium,normal,248.949
2674,115.53,1.7,4.95,0.803,11.0,low,normal,374.552
2675,86.67,-2.4,2.88,0.759,15.0,medium,priority,364.269
2676,100.99,-2.0,2.2,0.328,22.0,medium,normal,279.114
2677,272.95,-0.9,3.21,0.974,3.0,,,488.511
2678,190.36,1.2,1.5,0.855,19.0,low,normal,307.541
2679,197.22,1.5,0.0,0.781,23.0,low,normal,270.214
2680,217.58,0.1,5.4,0.843,6.0,low,normal,433.279
2681,113.59,-3.3,0.26,0.741,0.0,low,normal,280.863
2682,198.82,4.2,6.76,0.323,17.0,medium,normal,836.325
2683,254.95,3.3,2.47,0.816,13.0,medium,normal,676.04
2684,242.32,-2.8,0.0,0.805,8.0,low,normal,401.325
2685,122.38,-0.8,1.52,0.83,9.0,medium,normal,246.706
2686,,0.4,8.95,0.886,0.0,low,priority,486.289
2687,239.4,4.7,0.0,0.887,9.0,low,priority,587.103
2688,213.98,-1.0,0.36,0.945,14.0,low,normal,345.342
2689,200.58,1.3,0.9,0.794,4.0,low,normal,289.226
2690,133.43,-3.4,6.44,0.758,12.0,medium,normal,589.992
2691,155.1,-2.5,0.89,0.342,15.0,medium,priority,418.308
2692,39.19,-0.5,0.81,0.677,17.0,medium,normal,130.393
2693,123.69,,2.52,0.663,22.0,low,normal,353.015
2694,122.76,-0.1,7.36,0.395,9.0,medium,normal,418.814
2695,159.26,2.6,3.69,0.628,11.0,high,normal,512.194
2696,104.85,3.3,5.5,0.687,2.0,medium,normal,477.822
2697,99.1,1.1,3.95,0.423,7.0,low,normal,267.448
2698,190.54,-3.6,5.93,0.625,6.0,medium,normal,649.374
2699,283.56,-0.3,3.4,0.845,4.0,low,normal,478.864
2700,137.03,-4.3,5.54,0.906,11.0,medium,normal,619.06
2701,,-0.2,3.83,0.394,19.0,medium,normal,219.494
2702,262.44,4.6,0.0,0.56,17.0,high,normal,601.471
2703,208.05,-0.4,0.0,0.834,15.0,high,normal,304.59
2704,129.36,-1.5,0.56,0.375,12.0,medium,normal,264.991
2705,155.43,-0.8,0.0,0.655,8.0,low,normal,237.383
2706,74.65,1.2,4.22,0.804,23.0,medium,normal,255.561
2707,297.18,-0.2,2.63,0.868,20.0,medium,normal,497.98
2708,266.18,1.1,1.44,0.518,5.0,low,normal,419.829
2709,214.55,2.1,0.0,0.857,23.0,medium,normal,376.76
2710,197.26,-2.6,0.0,0.908,5.0,medium,normal,332.09
2711,310.92,-1.8,2.8,0.701,4.0,low,normal,574.254
2712,232.02,-0.7,1.13,0.951,22.0,medium,priority,424.094
2713,251.37,-0.2,1.04,0.788,6.0,low,normal,336.682
2714,262.71,-4.8,6.28,0.8,12.0,medium,normal,922.535
2715,81.9,-2.1,6.67,0.901,13.0,medium,normal,371.984
2716,201.76,0.4,2.09,0.671,2.0,medium,priority,371.771
2717,76.1,-1.7,1.53,0.927,0.0,medium,priority,242.759
2718,157.92,3.1,3.24,0.961,22.0,low,normal,433.315
2719,183.34,-1.2,3.79,0.897,14.0,medium,normal,447.58
2720,120.89,0.3,1.13,0.734,6.0,low,normal,174.421
2721,65.55,1.2,0.0,0.757,1.0,low,,164.876
2722,110.15,0.7,3.52,0.832,21.0,low,normal,250.177
2723,151.2,-2.0,4.35,0.888,12.0,low,priority,510.19
2724,119.4,-0.7,1.11,0.37,5.0,high,normal,219.612
2725,64.33,-0.6,6.89,0.814,1.0,medium,normal,242.021
2726,200.97,-7.7,6.96,0.558,19.0,medium,normal,898.581
2727,70.84,-6.6,4.28,0.345,6.0,low,normal,459.874
2728,,3.8,3.9,0.673,13.0,medium,normal,701.58
2729,192.64,-0.9,4.78,0.204,10.0,medium,priority,556.34
2730,94.1,-0.3,4.6,0.583,6.0,low,normal,214.954
2731,102.16,-2.4,3.21,0.744,11.0,medium,normal,369.866
2732,198.84,-0.8,2.58,0.365,19.0,low,normal,370.314
2733,46.0,-3.6,0.0,0.937,15.0,high,normal,252.796
2734,81.79,-0.7,1.87,0.927,2.0,medium,normal,177.27
2735,119.09,3.9,4.54,0.751,23.0,medium,normal,496.509
2736,256.32,0.8,1.72,0.444,7.0,medium,normal,416.392
2737,81.58,1.1,3.01,0.732,3.0,high,priority,286.593
2738,154.67,0.1,1.81,0.931,3.0,low,normal,229.277
2739,203.71,2.1,4.64,0.535,9.0,medium,normal,600.493
2740,55.22,1.8,7.18,0.8,10.0,medium,normal,354.21
2741,82.59,-0.2,1.49,0.42,16.0,low,normal,145.594
2742,155.53,-1.4,0.0,0.963,3.0,low,priority,271.003
2743,258.91,2.1,2.02,0.779,5.0,low,priority,506.38
2744,125.36,0.6,3.86,0.381,2.0,medium,normal,284.298
2745,283.49,-4.0,1.15,0.612,3.0,low,priority,562.093
2746,84.77,-0.6,2.6,0.726,15.0,high,normal,253.084
2747,314.21,4.5,2.6,0.942,0.0,low,normal,701.978
2748,29.41,2.1,3.58,0.536,0.0,low,priority,221.719
2749,196.54,1.2,8.73,0.831,11.0,low,normal,668.145
2750,126.81,0.1,0.0,0.976,13.0,medium,normal,211.036
2751,142.0,3.6,0.0,0.883,11.0,medium,normal,363.878
2752,100.06,3.3,5.15,0.801,2.0,low,normal,414.498
2753,131.57,-0.7,5.38,0.744,7.0,low,normal,331.525
2754,260.38,-2.7,0.0,0.658,11.0,medium,normal,519.74
2755,218.11,-1.9,0.66,0.3,13.0,high,normal,460.475
2756,147.93,0.5,0.86,0.674,12.0,high,priority,313.842
2757,275.46,-1.0,3.25,0.846,5.0,low,normal,449.426
2758,243.93,-1.1,0.95,0.948,20.0,medium,normal,357.144
2759,246.16,-1.1,1.24,0.55,5.0,low,normal,357.724
2760,115.55,-2.8,3.98,0.399,20.0,low,priority,400.885
2761,151.0,1.4,1.88,0.565,23.0,low,normal,265.361
2762,56.31,-1.4,0.98,0.775,,medium,normal,151.239
2763,82.65,-0.3,1.45,0.821,13.0,medium,priority,213.23
2764,274.63,2.7,2.05,0.553,5.0,medium,normal,550.979
2765,88.34,-2.9,,0.692,2.0,low,normal,211.78
2766,63.64,-1.4,3.77,0.772,0.0,medium,normal,182.068
2767,57.43,-2.1,2.57,0.932,1.0,high,normal,250.732
2768,173.35,5.0,0.0,0.492,4.0,low,normal,428.746
2769,77.06,1.2,2.19,0.562,17.0,low,normal,232.086
2770,137.78,1.0,3.56,0.903,9.0,medium,normal,361.903
2771,124.23,-8.0,6.99,0.763,3.0,high,normal,800.651
2772,210.81,-0.9,3.0,0.843,16.0,medium,priority,516.808
2773,176.86,0.7,4.81,0.788,4.0,low,normal,406.107
2774,281.94,,9.0,0.75,5.0,medium,priority,1099.508
2775,33.49,-4.4,0.0,0.874,23.0,low,normal,225.462
2776,119.59,-0.1,1.83,0.93,4.0,low,normal,172.841
2777,109.82,-0.6,0.77,0.789,9.0,high,normal,202.826
2778,145.92,-1.3,5.92,0.581,14.0,high,,508.373
2779,130.91,0.8,6.62,0.679,,medium,normal,424.385
2780,242.09,-0.6,0.0,0.671,14.0,medium,normal,362.86
2781,191.89,-2.2,6.03,0.947,20.0,medium,normal,552.691
2782,50.98,-4.3,1.49,0.414,7.0,low,normal,296.872
2783,,0.6,6.63,0.814,0.0,medium,normal,554.765
2784,108.46,0.5,4.68,0.983,12.0,medium,normal,288.407
2785,315.36,0.4,0.0,0.81,10.0,low,priority,474.791
2786,94.53,-0.4,4.43,0.682,18.0,medium,normal,238.688
2787,132.56,-1.9,1.26,0.434,6.0,low,normal,282.172
2788,215.73,-2.4,7.19,0.779,0.0,low,priority,649.561
2789,115.21,-0.3,0.24,0.942,6.0,medium,normal,145.192
2790,269.6,-1.2,2.79,0.63,15.0,medium,normal,544.807
2791,318.64,-1.4,1.3,0.457,12.0,low,priority,585.201
2792,114.01,0.7,3.47,0.676,11.0,high,normal,304.684
2793,106.64,1.2,2.02,0.476,21.0,low,normal,230.063
2794,64.06,-0.4,7.79,0.825,5.0,medium,normal,282.668
2795,264.52,-1.6,3.13,0.78,21.0,low,normal,515.634
2796,340.15,-3.0,0.86,0.541,5.0,medium,priority,652.232
2797,145.89,-0.6,0.0,0.597,9.0,high,normal,272.007
2798,227.97,-2.5,5.61,0.15,1.0,low,normal,583.748
2799,93.22,2.4,2.72,0.884,22.0,medium,normal,309.667
2800,144.81,-3.0,7.54,0.642,22.0,low,normal,508.992
2801,296.7,3.3,6.16,0.848,9.0,medium,normal,946.043
2802,191.64,-1.6,2.14,0.847,11.0,medium,normal,418.249
2803,111.45,3.7,7.03,0.948,14.0,medium,normal,641.999
2804,239.89,0.1,6.61,0.566,3.0,medium,priority,596.079
2805,99.13,,6.55,0.598,16.0,high,normal,444.288
2806,214.75,2.2,,0.925,10.0,high,normal,841.838
2807,104.7,-2.8,6.49,0.697,9.0,low,normal,441.86
2808,169.59,0.6,3.98,0.734,9.0,medium,normal,421.606
2809,145.33,-0.9,4.09,0.892,2.0,low,normal,325.803
2810,163.68,4.1,5.17,0.86,18.0,medium,normal,584.868
2811,245.07,-0.9,4.76,0.732,7.0,,priority,589.437
2812,166.75,-1.7,2.87,0.536,23.0,low,normal,355.478
2813,190.98,-0.7,0.86,0.769,14.0,medium,normal,325.256
2814,179.26,-0.1,6.25,0.303,2.0,medium,priority,473.208
2815,106.45,-4.0,7.32,0.374,4.0,medium,normal,506.917
2816,33.85,-2.2,5.24,0.707,15.0,medium,normal,239.347
2817,100.73,0.9,1.56,0.635,0.0,medium,normal,226.922
2818,139.84,0.1,0.0,0.498,19.0,high,normal,212.921
2819,203.79,-2.3,1.82,0.493,10.0,medium,normal,485.029
2820,64.2,-2.3,0.53,0.692,8.0,low,normal,183.318
2821,163.27,-0.3,3.04,0.424,22.0,low,normal,285.19
2822,58.97,2.1,4.05,0.802,6.0,high,normal,310.658
2823,72.2,,,0.483,13.0,high,priority,277.759
2824,161.36,1.7,0.0,0.934,13.0,low,normal,303.738
2825,173.3,-0.4,8.61,0.663,12.0,medium,priority,635.959
2826,126.63,-1.1,3.07,0.98,11.0,medium,normal,323.753
2827,90.32,-3.9,5.42,0.424,9.0,medium,normal,474.013
2828,236.93,-4.3,6.56,0.477,22.0,low,normal,717.412
2829,97.75,-1.6,0.0,0.722,18.0,medium,normal,177.931
2830,157.36,2.7,5.2,0.311,20.0,high,normal,560.741
2831,271.21,-2.7,9.08,0.703,22.0,low,normal,807.415
2832,255.17,-0.1,1.53,0.779,23.0,low,normal,326.386
2833,84.45,-0.6,3.33,0.938,10.0,high,normal,213.718
2834,65.72,3.5,5.91,0.627,21.0,low,priority,413.813
2835,146.81,-0.2,6.81,0.718,15.0,high,normal,452.669
2836,126.13,-1.2,1.47,0.603,1.0,low,priority,274.067
2837,187.27,-0.5,6.93,0.566,11.0,medium,normal,561.144
2838,294.49,0.6,5.05,0.86,1.0,,priority,692.167
2839,333.56,0.4,6.57,0.972,6.0,low,normal,657.569
2840,236.58,-2.4,7.4,0.887,12.0,high,priority,896.875
2841,51.0,-4.3,4.56,0.858,8.0,medium,normal,356.058
2842,50.63,-5.0,3.36,0.862,17.0,low,normal,386.371
2843,73.93,-3.2,0.0,0.528,17.0,high,normal,268.858
2844,72.77,-3.3,8.15,0.563,9.0,medium,normal,512.197
2845,212.66,5.2,0.0,0.294,8.0,low,normal,449.396
2846,78.82,-2.2,6.33,0.413,18.0,medium,normal,343.496
2847,153.99,0.2,3.28,0.712,10.0,medium,,343.43
2848,210.38,-0.1,3.92,0.561,16.0,high,normal,478.744
2849,145.79,3.5,2.64,0.494,4.0,,normal,387.326
2850,232.07,2.6,1.38,0.9,13.0,medium,priority,533.923
2851,60.04,0.5,2.34,0.706,8.0,low,normal,141.063
2852,305.27,3.0,5.1,0.75,17.0,medium,normal,874.552
2853,149.54,4.2,0.99,0.504,11.0,high,normal,511.874
2854,131.4,-2.2,11.04,0.396,11.0,medium,normal,648.038
2855,263.3,-2.6,7.13,0.953,17.0,medium,normal,826.191
2856,124.66,-1.0,2.92,0.944,0.0,low,priority,279.006
2857,122.03,4.0,3.12,0.725,20.0,medium,normal,462.262
2858,138.3,-0.5,1.46,0.605,7.0,,normal,217.679
2859,196.71,-0.5,0.0,0.524,20.0,medium,priority,291.108
2860,137.4,-1.7,6.37,0.944,3.0,low,normal,391.336
2861,96.89,2.6,,0.667,16.0,high,priority,395.811
2862,257.3,2.0,2.06,0.679,16.0,medium,normal,556.156
2863,133.57,0.4,0.0,0.79,8.0,low,normal,157.44
2864,80.71,3.2,5.57,0.688,2.0,medium,priority,484.795
2865,159.41,1.1,4.27,0.39,20.0,high,priority,446.692
2866,150.89,-0.1,3.53,0.859,0.0,low,normal,242.459
2867,275.28,-0.2,2.62,0.509,15.0,high,priority,636.607
2868,254.16,-1.8,0.0,0.597,0.0,high,priority,480.796
2869,108.13,-2.4,4.36,0.646,14.0,medium,normal,406.491
2870,67.49,-0.1,4.02,0.406,13.0,medium,normal,185.817
2871,140.72,-0.6,6.18,0.745,20.0,medium,normal,355.015
2872,81.77,5.4,2.18,0.627,7.0,low,normal,388.096
2873,201.71,0.5,0.0,0.255,7.0,low,normal,275.133
2874,171.28,-2.6,3.25,0.602,8.0,low,normal,394.774
2875,111.32,-2.7,3.67,0.968,5.0,low,normal,345.454
2876,187.37,2.7,6.52,0.468,21.0,low,normal,561.592
2877,52.49,-0.4,7.9,0.721,5.0,medium,normal,240.401
2878,141.09,0.8,2.34,0.677,22.0,low,normal,280.78
2879,100.98,-0.9,0.41,0.741,13.0,medium,normal,209.772
2880,124.14,-0.3,0.0,0.94,10.0,high,normal,212.549
2881,287.72,2.6,4.87,0.726,22.0,medium,normal,688.572
2882,247.4,-1.4,3.04,0.656,10.0,high,normal,582.689
2883,130.34,1.7,6.08,0.775,12.0,medium,normal,493.603
2884,100.68,1.0,0.88,0.714,12.0,medium,priority,244.799
2885,179.89,0.0,2.77,0.936,3.0,medium,priority,351.12
2886,238.12,1.2,9.82,0.811,12.0,medium,normal,840.175
2887,290.7,0.1,2.11,0.848,15.0,medium,priority,569.304
2888,181.08,1.3,5.16,0.669,5.0,low,normal,447.088
2889,126.55,-1.9,4.37,0.802,3.0,low,priority,358.452
2890,66.29,-2.4,1.32,0.855,23.0,low,normal,199.45
2891,202.04,-0.9,4.6,0.748,1.0,medium,normal,428.578
2892,198.67,-1.2,0.0,0.964,15.0,medium,normal,326.057
2893,273.89,1.0,1.4,0.177,2.0,medium,normal,421.786
2894,127.09,-2.1,0.9,0.609,16.0,low,normal,285.82
2895,117.06,-3.4,5.8,0.63,11.0,high,normal,595.89
2896,271.28,-2.0,5.56,0.582,11.0,medium,normal,771.722
2897,51.61,2.8,1.88,0.886,1.0,low,priority,267.323
2898,146.86,1.2,2.59,0.803,21.0,low,normal,302.399
2899,232.94,2.9,0.0,0.738,1.0,medium,priority,498.469
2900,133.54,2.1,3.08,0.79,15.0,medium,normal,426.885
2901,34.23,-2.9,0.0,0.554,5.0,medium,normal,161.9
2902,98.88,0.2,9.83,0.857,9.0,high,priority,513.541
2903,163.97,-0.1,0.0,0.306,5.0,medium,normal,164.095
2904,201.84,-0.2,1.05,0.596,3.0,medium,normal,296.988
2905,157.86,-0.2,2.1,0.398,1.0,low,normal,246.727
2906,220.68,-1.7,2.19,0.518,17.0,medium,normal,509.117
2907,124.44,-0.6,10.09,0.699,10.0,medium,priority,566.234
2908,138.95,-1.8,0.0,0.183,1.0,low,normal,244.852
2909,239.05,2.0,5.64,0.769,11.0,low,normal,682.329
2910,180.14,0.8,0.0,0.583,2.0,medium,normal,244.222
2911,77.45,2.4,8.31,0.682,10.0,medium,normal,519.306
2912,110.49,-3.0,6.31,0.302,4.0,medium,priority,494.453
2913,58.29,3.5,3.61,0.859,5.0,low,normal,326.741
2914,272.5,-0.2,6.79,0.96,16.0,medium,normal,733.049
2915,75.57,0.1,2.18,0.411,20.0,low,normal,136.872
2916,114.33,4.1,6.64,0.856,22.0,medium,normal,582.489
2917,221.22,0.3,2.79,0.819,,low,normal,361.136
2918,67.97,-0.7,0.44,0.822,11.0,medium,priority,150.081
2919,176.59,3.1,0.0,0.68,4.0,low,normal,324.893
2920,154.32,0.7,0.0,0.709,15.0,medium,priority,267.184
2921,89.75,0.3,0.85,0.557,16.0,high,normal,171.269
2922,162.52,1.1,1.39,0.491,16.0,medium,normal,335.526
2923,67.98,0.3,0.79,0.499,11.0,medium,normal,152.456
2924,167.13,-0.8,2.26,0.777,16.0,high,normal,390.743
2925,128.62,1.3,8.29,0.812,13.0,medium,priority,588.962
2926,266.58,1.6,4.47,0.944,23.0,medium,normal,608.422
2927,96.67,1.2,0.0,0.639,5.0,medium,normal,186.374
2928,41.66,-1.6,8.52,0.668,14.0,medium,normal,312.403
2929,67.6,-0.8,11.16,0.853,23.0,,normal,342.219
2930,149.33,-0.2,7.95,0.486,16.0,high,normal,510.893
2931,107.49,-0.3,4.8,0.716,23.0,medium,normal,282.3
2932,83.74,-0.6,0.0,0.471,21.0,low,normal,123.164
2933,87.85,-4.9,5.62,0.725,8.0,medium,normal,524.981
